,title,authors,affiliations,citedby,mainterms,subject_areas,publisher,Year
971,Training of novice surgeons using dynamic computer assisted dental implant surgery: An exploratory randomized trial,"['Kunakornsawat W.', 'Serichetaphongse P.', 'Arunjaroensuk S.', 'Kaboosaya B.', 'Mattheos N.', 'Pimkhaokham A.']",['Chulalongkorn University'],1.0,"['Computers', 'Dental Implantation, Endosseous', 'Dental Implants', 'Humans', 'Surgeons', 'Surgery, Computer-Assisted']","['Oral Surgery', 'Dentistry (all)']",John Wiley and Sons Inc,2023
972,Innovative applications and therapeutic potential of oilseeds and their by-products: An eco-friendly and sustainable approach,"['Usman I.', 'Saif H.', 'Imran A.', 'Afzaal M.', 'Saeed F.', 'Azam I.', 'Afzal A.', 'Ateeq H.', 'Islam F.', 'Shah Y.A.', 'Shah M.A.']","['Government College Women University Faisalabad', 'Chandigarh University', 'Government College University Faisalabad', 'Chulalongkorn University', 'Kebri Dehar University']",2.0,[],['Food Science'],John Wiley and Sons Inc,2023
973,Assessment of the DPP-IV inhibitory potential of mung bean and adzuki bean protein hydrolysates using enzymatic hydrolysis process: specificity of peptidases and novel peptides,"['Karami Z.', 'Butkinaree C.', 'Somsong P.', 'Duangmal K.']","['Chulalongkorn University', 'Thailand National Science and Technology Development Agency']",1.0,"['Adzuki beans', 'Bioactive peptides', 'Cleavage specificity', 'Dipeptidyl peptidase', 'Dipeptidyl peptidase-IV inhibitor activity', 'Inhibitor activity', 'Mungbeans', 'Novel peptides', 'Peptidase', 'Protein concentrates']","['Food Science', 'Industrial and Manufacturing Engineering']",John Wiley and Sons Inc,2023
974,Prediction of Future Caries in 1-Year-Old Children via the Salivary Microbiome,"['Raksakmanut R.', 'Thanyasrisung P.', 'Sritangsirikul S.', 'Kitsahawong K.', 'Seminario A.L.', 'Pitiphat W.', 'Matangkasombut O.']","['Chulalongkorn University', 'Khon Kaen University', 'Laboratory of Biotechnology', 'University of Washington']",0.0,"['Biomarkers', 'Child', 'Child, Preschool', 'Dental Caries', 'Humans', 'Infant', 'Microbiota', 'Prospective Studies', 'RNA, Ribosomal, 16S', 'Saliva']",['Dentistry (all)'],SAGE Publications Inc.,2023
975,Prevalence of HPV infection among Thai schoolgirls in the north-eastern provinces in 2018: implications for HPV immunization policy,"['Vongpunsawad S.', 'Rhee C.', 'Nilyanimit P.', 'Poudyal N.', 'Jiamsiri S.', 'Ahn H.S.', 'Lee J.', 'Seo H.-W.', 'Klinsupa W.', 'Park S.', 'Premsri N.', 'Namwat C.', 'Silaporn P.', 'Excler J.-L.', 'Kim D.-R.', 'Markowitz L.E.', 'Unger E.R.', 'Rerks-Ngarm S.', 'Lynch J.', 'Poovorawan Y.']","['International Vaccine Institute, Seoul', 'Chulalongkorn University', 'Centers for Disease Control and Prevention', 'Thailand Ministry of Public Health', 'National Vaccine Institute']",0.0,[],"['Infectious Diseases', 'Epidemiology', 'Public Health, Environmental and Occupational Health']",Elsevier Ltd,2023
976,"Distinct skin microbiome modulation following different topical acne treatments in mild acne vulgaris patients: A randomized, investigator-blinded exploratory study","['Wongtada C.', 'Prombutara P.', 'Asawanonda P.', 'Noppakun N.', 'Kumtornrut C.', 'Chatsuwan T.']","['Faculty of Medicine, Chulalongkorn University', 'Chulalongkorn University']",0.0,"['Acne Vulgaris', 'Anti-Bacterial Agents', 'Benzoyl Peroxide', 'Humans', 'Microbiota', 'Skin', 'Treatment Outcome']","['Biochemistry', 'Molecular Biology', 'Dermatology']",John Wiley and Sons Inc,2023
977,Prospective evaluation of plasma phosphorylated tau in a real-life memory clinic in Thailand,"['Thanapornsangsuth P.', 'Booncharoen K.', 'Luechaipanit W.', 'Supharatpariyakorn T.', 'Sarutikriangkri Y.', 'Tangnimitchok S.', 'Likitjaroen Y.', 'Sukprakun C.', 'Tepmongkol S.', 'Hemachudha T.']","['King Chulalongkorn Memorial Hospital', 'Faculty of Medicine, Chulalongkorn University']",0.0,"['Alzheimer Disease', 'Amyloid beta-Peptides', 'Biomarkers', 'Humans', 'tau Proteins', 'Thailand']","['Epidemiology', 'Health Policy', 'Developmental Neuroscience', 'Neurology (clinical)', 'Geriatrics and Gerontology', 'Cellular and Molecular Neuroscience', 'Psychiatry and Mental Health']",John Wiley and Sons Inc,2023
978,An integrative review of Indonesia’s quality of care,"['Juanamasta I.G.', 'Aungsuroch Y.', 'Fisher M.L.', 'Gunawan J.', 'Iblasi A.S.']","['Philadelphia University', 'Chulalongkorn University', 'University of Florida College of Nursing', 'Indiana University', 'STIKes Wira Medika Bali']",0.0,[],"['Medicine (miscellaneous)', 'Health (social science)', 'Health Policy', 'Nutrition and Dietetics', 'Public Health, Environmental and Occupational Health']",Intelektual Pustaka Media Utama,2023
979,"Modeling the U.S. Firearms Market: The Effects of Civilian Stocks, Legislation, and Crime","['McDougal T.L.', 'Montolio D.', 'Brauer J.']","['Chulalongkorn University', 'University of San Diego', 'Universitat de Barcelona']",0.0,[],['Social Sciences (all)'],John Wiley and Sons Inc,2023
980,Patient satisfaction following dental implant treatment: A survey,"['Pradyachaipimol N.', 'Tangsathian T.', 'Supanimitkul K.', 'Sophon N.', 'Suwanwichit T.', 'Manopattanasoontorn S.', 'Arunyanak S.P.', 'Kungsadalpipob K.']",['Chulalongkorn University'],1.0,"['Cross-Sectional Studies', 'Dental Implants', 'Dental Prosthesis, Implant-Supported', 'Esthetics, Dental', 'Humans', 'Patient Satisfaction', 'Surveys and Questionnaires', 'Treatment Outcome']","['Oral Surgery', 'Dentistry (all)']",John Wiley and Sons Inc,2023
981,A new colorimetric paper-based detection of furfural vapor as a fuel marker,"['Jantra S.', 'Waiysuksri L.', 'Rattanamunee P.', 'Rashatasakhon P.', 'Sukwattanasinitt M.', 'Wacharasindhu S.']",['Chulalongkorn University'],0.0,"['Conventional fuel', 'Fuel marker', 'Liquid Phase', 'Liquid phasis', 'Sample preparation', 'Smart phones', 'Stenhouse product', 'Vapor Phase', 'Vapor phasis', 'Vapour-phase']","['Chemical Engineering (all)', 'Process Chemistry and Technology']",Elsevier Ltd,2023
982,Effectiveness of a pharmacist-led expert system intervention for medication adherence and blood pressure control of adults with hypertension: A randomized controlled trial,"['Gutierrez M.M.', 'Sakulbumrungsil R.']","['University of the Philippines Manila', 'Chulalongkorn University']",0.0,"['Adult', 'Antihypertensive Agents', 'Blood Pressure', 'Expert Systems', 'Humans', 'Hypertension', 'Medication Adherence', 'Pharmacists']","['Pharmacy', 'Pharmaceutical Science']",Elsevier Inc.,2023
983,"Molecular identification and genetic diversity of equine ocular setariasis in Thailand based on the COI, 12S rDNA, and ITS1 regions","['Junsiri W.', 'Kamkong P.', 'Chinkangsadarn T.', 'Ouisuwan S.', 'Taweethavonsawat P.']","['Chulalongkorn University', 'Thai Red Cross Agency']",0.0,"['Animals', 'DNA, Ribosomal', 'Genetic Variation', 'Horses', 'Phylogeny', 'Setariasis', 'Thailand']","['Microbiology', 'Ecology, Evolution, Behavior and Systematics', 'Molecular Biology', 'Genetics', 'Microbiology (medical)', 'Infectious Diseases']",Elsevier B.V.,2023
984,Tilapia lake virus (TiLV) causes severe anaemia and systemic disease in tilapia,"['Turner J.K.', 'Sakulpolwat S.', 'Sukdanon S.', 'Lertwanakarn T.', 'Waiyamitra P.', 'Piewbang C.', 'Pierezan F.', 'Techangamsuwan S.', 'Soto E.', 'Surachetpong W.']","['Kasetsart University', 'Universidade Federal de Minas Gerais', 'Chulalongkorn University', 'School of Veterinary Medicine']",5.0,"['Anemia', 'Animals', 'Cichlids', 'Fish Diseases', 'Tilapia', 'Viruses']","['Aquatic Science', 'Veterinary (miscellaneous)']",John Wiley and Sons Inc,2023
985,The study of EDTA enhanced Cd accumulation and formation in Napier grass using synchrotron μX-ray fluorescence imaging and X-ray absorption spectroscopy,"['Tananonchai A.', 'Tang M.-T.', 'Pao C.-W.', 'Sampanpanish P.', 'Tanthanuch W.', 'Tancharakorn S.']","['Chulalongkorn University', 'National Synchrotron Radiation Research Center Taiwan', 'Thailand Ministry of Agriculture and Cooperatives', 'Synchrotron Light Research Institute (Public Organization)']",0.0,"['Cadmium hyperaccumulator', 'Fluorescence imaging', 'Hyper-accumulators', 'Mott dwarf napi grass', 'P purpurea', 'Pennisetum purpureum', 'Purpurea', 'Synchrotron X-ray absorption spectroscopy', 'Synchrotron μx-ray fluorescence', 'X-ray absorption spectroscopy']",['Radiation'],Elsevier Ltd,2023
986,The elimination of arsenic from natural gas condensate via pulse sieve-plate column: Experimental and application of DFT for chemical structure,"['Pirom T.', 'Rojanasiraprapa B.', 'Punyain W.', 'Pancharoen U.']","['Chulalongkorn University', 'Naresuan University']",0.0,"['Arsenic ions', 'Density functional theory methods', 'Density-functional-theory', 'Extractants', 'Hydrochloric acid/MeOH', 'Natural gas condensate', 'Optimal conditions', 'Pulse sieve-plate column', 'Sieve plate column', 'Via density']","['Chemistry (all)', 'Chemical Engineering (all)']",Elsevier B.V.,2023
987,3D printable resin/carbon nanotube composites for wearable strain sensors: Enhancing mechanical and electrical properties,"['Poompiew N.', 'Pattananuwat P.', 'Aumnate C.', 'Roman A.J.', 'Osswald T.A.', 'Potiyaraj P.']","['Chulalongkorn University', 'Metallurgy and Materials Research Institute Chulalongkorn University', 'University of Wisconsin-Madison']",2.0,[],"['Electronic, Optical and Magnetic Materials', 'Ceramics and Composites', 'Biomaterials', 'Materials Science (miscellaneous)']",Elsevier B.V.,2023
988,Presence and characterization of blaNDM-1-positive carbapenemase-producing Klebsiella pneumoniae from outpatients in Thailand,"['Assawatheptawee K.', 'Sowanna N.', 'Treebupachatsakul P.', 'Na-udom A.', 'Luangtongkum T.', 'Niumsup P.R.']","['Naresuan University', 'Chulalongkorn University', 'Buddhachinaraj Hospital']",0.0,"['Anti-Bacterial Agents', 'Bacterial Proteins', 'beta-Lactamases', 'Carbapenem-Resistant Enterobacteriaceae', 'Enterobacteriaceae Infections', 'Humans', 'Klebsiella Infections', 'Klebsiella pneumoniae', 'Microbial Sensitivity Tests', 'Middle Aged', 'Outpatients', 'Plasmids', 'Thailand']","['Immunology and Allergy', 'Immunology and Microbiology (all)', 'Microbiology (medical)', 'Infectious Diseases']",Elsevier Ltd,2023
989,In silico prediction of Antifungal compounds from Natural sources towards Lanosterol 14-alpha demethylase (CYP51) using Molecular docking and Molecular dynamic simulation,"['Sama-ae I.', 'Pattaranggoon N.C.', 'Tedasen A.']","['Walailak University', 'Chulalongkorn University']",1.0,"['ADMET', 'Antifungals', 'Demethylase', 'Dynamics simulation', 'In-silico', 'Lanosterol', 'Lanosterol 14-alpha demethylase', 'Molecular docking', 'Molecular docking analyse', 'Molecular dynamic simulation', 'Antifungal Agents', 'Candida albicans', 'Lanosterol', 'Microbial Sensitivity Tests', 'Molecular Docking Simulation', 'Molecular Dynamics Simulation', 'Sterol 14-Demethylase']","['Spectroscopy', 'Physical and Theoretical Chemistry', 'Computer Graphics and Computer-Aided Design', 'Materials Chemistry']",Elsevier Inc.,2023
990,"The role of the topical nasal decongestant oxymetazoline as a novel therapeutic option for post-acne erythema: A split-face, double-blind, randomized, placebo-controlled trial","['Washrawirul C.', 'Puaratana-arunkon T.', 'Chongpison Y.', 'Noppakun N.', 'Asawanonda P.', 'Kumtornrut C.']","['Faculty of Medicine, Chulalongkorn University', 'King Chulalongkorn Memorial Hospital']",0.0,"['Acne Vulgaris', 'Adult', 'Double-Blind Method', 'Erythema', 'Humans', 'Nasal Decongestants', 'Oxymetazoline', 'Thailand', 'Treatment Outcome']",['Dermatology'],John Wiley and Sons Inc,2023
991,Identity Conflict Amidst Environmental Change: An Ethnography of a Korean Buddhist Temple,['Song H.-C.'],['Chulalongkorn University'],0.0,[],"['Business and International Management', 'Strategy and Management', 'Management of Technology and Innovation']",John Wiley and Sons Inc,2023
992,Graphene oxide modified cellulose paper-based device: A novel platform for cooking oil quality evaluation,"['Saedan A.', 'Yukird J.', 'Rodthongkum N.', 'Ummartyotin S.']","['Metallurgy and Materials Research Institute Chulalongkorn University', 'Chulalongkorn University', 'Thammasat University']",0.0,[],"['Biotechnology', 'Food Science']",Elsevier Ltd,2023
993,To drain or not to drain following posttraumatic ear reconstruction with Dieffenbach's postauricular flap in patients with antithrombotic therapy,"['Pitak-Arnnop P.', 'Sirintawat N.', 'Tangmanee C.', 'Subbalekha K.', 'Messer-Peti R.', 'Auychai P.', 'Meningaud J.-P.', 'Neff A.']","['Chulalongkorn University', 'Mahidol University, Faculty of Dentistry', 'Hôpital Henri Mondor', 'Julius-Maximilians-Universität Würzburg', 'Universitätsklinikum Gießen und Marburg, Standort Marburg']",0.0,"['Cohort Studies', 'Drainage', 'Female', 'Fibrinolytic Agents', 'Humans', 'Male', 'Plastic Surgery Procedures', 'Postoperative Complications', 'Retrospective Studies']","['Surgery', 'Oral Surgery', 'Otorhinolaryngology']",Elsevier Masson s.r.l.,2023
994,Single-preparation rGO/Cu–Cu2O nanocomposite-modified electrode integrating NaOH immobilized polymer blend film for one-step nonenzymatic glucose detection,"['Preechakasedkit P.', 'Nawaukkaratharnant N.', 'Teekayupak K.', 'Lomae A.', 'Ruecha N.']","['Chulalongkorn University', 'Metallurgy and Materials Research Institute Chulalongkorn University']",1.0,[],"['Electronic, Optical and Magnetic Materials', 'Ceramics and Composites', 'Biomaterials', 'Materials Science (miscellaneous)']",Elsevier B.V.,2023
995,Reverse of left ventricular remodeling in heart failure patients with left bundle branch area pacing: Systematic review and meta-analysis,"['Siranart N.', 'Chokesuwattanaskul R.', 'Prasitlumkum N.', 'Huntrakul A.', 'Phanthong T.', 'Sowalertrat W.', 'Navaravong L.', 'Cheungpasitporn W.', 'Jongnarangsin K.']","['King Chulalongkorn Memorial Hospital', 'University of California, Riverside', 'University of Utah School of Medicine', 'Michigan Medicine', 'Mayo Clinic', 'Faculty of Medicine, Chulalongkorn University']",0.0,"['Bundle of His', 'Cardiac Pacing, Artificial', 'Electrocardiography', 'Heart Failure', 'Humans', 'Stroke Volume', 'Treatment Outcome', 'Ventricular Dysfunction, Left', 'Ventricular Function, Left', 'Ventricular Remodeling']",['Cardiology and Cardiovascular Medicine'],John Wiley and Sons Inc,2023
996,Genomics-driven prophylactic measures to increase streptococcosis resistance in tilapia,"['Kayansamruaj P.', 'Dinh-Hung N.', 'Srisapoome P.', 'Na-Nakorn U.', 'Chatchaiphan S.']","['Kasetsart University', 'Chulalongkorn University', 'Academy of Science']",1.0,"['Animals', 'Cichlids', 'Fish Diseases', 'Genomics', 'Streptococcal Infections', 'Streptococcal Vaccines', 'Streptococcus agalactiae', 'Tilapia']","['Aquatic Science', 'Veterinary (miscellaneous)']",John Wiley and Sons Inc,2023
997,Does Training Background Influence Outcomes after Coronal Scalp Incision for Treating Craniomaxillofacial Injuries?: A German Pilot Study,"['Pitak-Arnnop P.', 'Subbalekha K.', 'Tangmanee C.', 'Sirintawat N.', 'Meningaud J.-P.', 'Neff A.']","['Chulalongkorn University', 'Mahidol University, Faculty of Dentistry', 'Hôpital Henri Mondor', 'Universitätsklinikum Gießen und Marburg, Standort Marburg']",0.0,[],"['Surgery', 'Oral Surgery', 'Otorhinolaryngology']",Springer,2023
998,The seventh cervical vertebra is an appropriate landmark for thoracic kyphosis measures using distance from the wall,"['Wiyanad A.', 'Amatachaya S.', 'Amatachaya P.', 'Suwannarat P.', 'Chokphukiao P.', 'Sooknuan T.', 'Gaogasigam C.']","['Khon Kaen University', 'Rajamangala University of Technology Isan', 'Chulalongkorn University', 'Naresuan University', 'Mae Fah Luang University']",0.0,[],"['Physical Therapy, Sports Therapy and Rehabilitation']",World Scientific,2023
999,Business productivity and efficiency from aligning with sustainable development goals: Empirical evidence from ASEAN manufacturing firms,"['Amornkitvikai Y.', 'Pholphirul P.']","['Chulalongkorn University', 'National Institute of Development Administration']",1.0,[],"['Development', 'Economics, Econometrics and Finance (all)', 'Strategy and Management']",John Wiley and Sons Inc,2023
1000,Validity and reliability of the Thai version of the Achilles tendon total rupture score,"['Suphinnapong P.', 'Teeranon N.', 'Teerakidpisan S.', 'Tansuthunluck S.', 'Apinun J.']","['Faculty of Medicine, Chulalongkorn University', 'Siriraj Piyamaharajkarun Hospital', 'Rajavithi Hospital']",0.0,"['Achilles Tendon', 'Ankle Injuries', 'Humans', 'Language', 'Reproducibility of Results', 'Rupture', 'Southeast Asian People', 'Surveys and Questionnaires', 'Tendon Injuries']","['Surgery', 'Orthopedics and Sports Medicine']",Springer Science and Business Media Deutschland GmbH,2023
1001,Possibly Oxfordian (Upper Jurassic) cockroach assemblage (Insecta: Blattaria) from the Phra Wihan Formation in Thailand,"['Kovacova Z.', 'Majtanik M.', 'Quicke D.L.J.']","['Univerzita Komenského v Bratislave', 'Chulalongkorn University', 'Slovak Academy of Sciences']",2.0,[],"['Ecology, Evolution, Behavior and Systematics', 'Biochemistry', 'Animal Science and Zoology', 'Molecular Biology', 'Genetics', 'Plant Science', 'Cell Biology']",Springer Science and Business Media Deutschland GmbH,2023
1002,Dual-Tracer Parathyroid Imaging Using Joint SPECT Reconstruction,"['Onwanna J.', 'Chantadisai M.', 'Chaiwatanarat T.', 'Rakvongthai Y.']","['Faculty of Medicine, Chulalongkorn University', 'Chulalongkorn University', 'King Chulalongkorn Memorial Hospital']",0.0,[],"['Radiology, Nuclear Medicine and Imaging']",Springer Science and Business Media Deutschland GmbH,2023
